,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
234,0,8,291,0021600457,,,2:17,2,5.0,5,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Pachulia FOR Green,3:43 PM
235,12,3,292,0021600457,Love Free Throw 2 of 2 (14 PTS),,2:17,2,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,50 - 46,-4,,3:43 PM
236,1,2,294,0021600457,,,1:55,2,5.0,0,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Iguodala  3PT Jump Shot,3:43 PM
237,0,4,295,0021600457,James REBOUND (Off:4 Def:6),,1:55,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:43 PM
238,1,2,296,0021600457,MISS Jefferson  3PT Jump Shot,,1:43,2,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:44 PM
239,0,4,297,0021600457,Thompson REBOUND (Off:5 Def:0),,1:42,2,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:44 PM
240,1,6,298,0021600457,,,1:42,2,5.0,4,1,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Iguodala P.FOUL (P3.PN) (S.Corbin),3:44 PM
241,11,3,299,0021600457,Thompson Free Throw 1 of 2 (3 PTS),,1:42,2,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,50 - 47,-3,,3:44 PM
242,12,3,301,0021600457,Thompson Free Throw 2 of 2 (4 PTS),,1:42,2,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,50 - 48,-2,,3:44 PM
243,1,2,303,0021600457,,,1:22,2,5.0,0,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Iguodala 24' 3PT Jump Shot,3:45 PM
244,0,4,304,0021600457,Thompson REBOUND (Off:5 Def:1),,1:22,2,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:45 PM
245,5,1,305,0021600457,James  Layup (9 PTS) (Irving 5 AST),,1:09,2,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,50 - 50,TIE,,3:45 PM
246,66,2,306,0021600457,,,0:46,2,5.0,0,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Iguodala 8' Jump Bank Shot,3:45 PM
247,0,4,308,0021600457,,,0:44,2,5.0,0,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Pachulia REBOUND (Off:1 Def:3),3:46 PM
248,97,1,307,0021600457,,,0:44,2,5.0,0,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,52 - 50,-2,Pachulia  Tip Layup Shot (4 PTS),3:46 PM
249,79,2,309,0021600457,MISS Irving 8' Pullup Jump Shot,,0:35,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:46 PM
250,0,4,310,0021600457,,,0:33,2,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:8),3:46 PM
251,1,1,311,0021600457,,,0:29,2,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,55 - 50,-5,Durant 25' 3PT Jump Shot (17 PTS),3:46 PM
252,42,1,313,0021600457,James  Driving Layup (11 PTS),,0:08,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,55 - 52,-3,,3:46 PM
253,5,2,314,0021600457,James BLOCK (1 BLK),,0:01,2,5.0,0,4,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,,,MISS Pachulia 2' Layup,3:46 PM
254,0,4,315,0021600457,,,0:01,2,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Rebound,3:46 PM
255,0,8,317,0021600457,SUB: Frye FOR Love,,0:01,2,4.0,4,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:47 PM
256,1,2,318,0021600457,,,0:00,2,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Curry 26' 3PT Jump Shot,3:47 PM
257,0,4,319,0021600457,,,0:00,2,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Rebound,3:47 PM
258,0,13,320,0021600457,,,0:00,2,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,55 - 52,-3,,3:47 PM
259,0,12,322,0021600457,,,12:00,3,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,55 - 52,-3,,4:04 PM
260,1,1,323,0021600457,Love 24' 3PT Jump Shot (17 PTS) (James 3 AST),,11:50,3,4.0,4,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,55 - 55,TIE,,4:05 PM
261,1,1,324,0021600457,,,11:33,3,5.0,5,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,58 - 55,-3,Durant 27' 3PT Jump Shot (20 PTS) (Green 1 AST),4:05 PM
262,66,2,325,0021600457,MISS Love 5' Jump Bank Shot,,11:10,3,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:05 PM
263,0,4,326,0021600457,,,11:10,3,5.0,0,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Pachulia REBOUND (Off:1 Def:4),4:05 PM
264,1,2,327,0021600457,,,11:04,3,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Durant 26' 3PT Jump Shot,4:05 PM
265,0,4,328,0021600457,James REBOUND (Off:4 Def:7),,11:02,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:05 PM
266,2,6,329,0021600457,,,11:00,3,5.0,4,1,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Pachulia S.FOUL (P2.T1) (S.Corbin),4:06 PM
267,0,18,330,0021600457,,,11:00,3,,0,1,329,,,,,,0,,,,,,0,,,,,,,,,4:06 PM
268,11,3,331,0021600457,MISS Love Free Throw 1 of 2,,11:00,3,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:06 PM
269,1,4,332,0021600457,CAVALIERS Rebound,,11:00,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:06 PM
270,12,3,333,0021600457,Love Free Throw 2 of 2 (18 PTS),,11:00,3,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,58 - 56,-2,,4:07 PM
271,1,2,335,0021600457,,,10:41,3,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson 28' 3PT Jump Shot,4:07 PM
272,0,4,336,0021600457,,,10:40,3,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Rebound,4:08 PM
273,2,5,338,0021600457,Liggins STEAL (2 STL),,10:33,3,5.0,4,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Pachulia Lost Ball Turnover (P2.T9),4:08 PM
274,45,5,339,0021600457,James Out of Bounds - Bad Pass Turnover Turnover (P3.T6),,10:26,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:08 PM
275,1,6,341,0021600457,James P.FOUL (P2.T1) (M.Callahan),,10:13,3,4.0,5,1,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,4:09 PM
276,2,6,342,0021600457,Love S.FOUL (P3.T2) (S.Corbin),,10:10,3,4.0,5,1,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,4:09 PM
277,11,3,343,0021600457,,,10:10,3,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,59 - 56,-3,Durant Free Throw 1 of 2 (21 PTS),4:09 PM
278,12,3,345,0021600457,,,10:10,3,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,60 - 56,-4,Durant Free Throw 2 of 2 (22 PTS),4:10 PM
279,42,2,347,0021600457,MISS James 1' Driving Layup,,9:59,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:10 PM
280,0,4,349,0021600457,Thompson REBOUND (Off:6 Def:1),,9:58,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:10 PM
281,97,2,348,0021600457,MISS Thompson 1' Tip Layup Shot,,9:58,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:10 PM
282,0,4,350,0021600457,CAVALIERS Rebound,,9:58,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:10 PM
283,1,5,351,0021600457,James Bad Pass Turnover (P4.T7),,9:48,3,4.0,5,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,Curry STEAL (2 STL),4:10 PM
284,1,1,352,0021600457,,,9:36,3,5.0,5,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,62 - 56,-6,Curry 5' Jump Shot (8 PTS) (Durant 2 AST),4:11 PM
285,1,1,353,0021600457,James 26' 3PT Jump Shot (14 PTS) (Irving 6 AST),,9:11,3,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,62 - 59,-3,,4:11 PM
286,79,1,354,0021600457,,,8:55,3,5.0,5,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,64 - 59,-5,Durant 7' Pullup Jump Shot (24 PTS) (Green 2 AST),4:11 PM
287,2,6,355,0021600457,,,8:48,3,5.0,4,1,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Pachulia S.FOUL (P3.T2) (S.Corbin),4:12 PM
288,11,3,356,0021600457,MISS Thompson Free Throw 1 of 2,,8:48,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:12 PM
289,1,4,357,0021600457,CAVALIERS Rebound,,8:48,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:12 PM
290,0,8,358,0021600457,,,8:48,3,5.0,5,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: McGee FOR Pachulia,4:12 PM
291,12,3,359,0021600457,Thompson Free Throw 2 of 2 (5 PTS),,8:48,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,64 - 60,-4,,4:12 PM
292,1,2,361,0021600457,,,8:43,3,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Curry 25' 3PT Jump Shot,4:13 PM
293,0,4,386,0021600457,,,8:41,3,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,McGee REBOUND (Off:2 Def:1),4:13 PM
294,1,5,362,0021600457,Thompson STEAL (1 STL),,8:41,3,5.0,4,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,McGee Bad Pass Turnover (P1.T10),4:13 PM
295,1,2,363,0021600457,MISS Irving 11' Jump Shot,,8:28,3,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:13 PM
296,0,4,364,0021600457,,,8:28,3,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Thompson REBOUND (Off:0 Def:2),4:13 PM
297,2,6,365,0021600457,Love S.FOUL (P4.T3) (S.Corbin),,8:21,3,4.0,5,1,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,4:13 PM
298,11,3,366,0021600457,,,8:21,3,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS McGee Free Throw 1 of 2,4:13 PM
299,1,4,367,0021600457,,,8:21,3,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Rebound,4:13 PM
300,0,8,368,0021600457,SUB: Frye FOR Love,,8:21,3,4.0,4,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,4:14 PM
301,12,3,369,0021600457,,,8:21,3,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS McGee Free Throw 2 of 2,4:14 PM
302,0,4,371,0021600457,James REBOUND (Off:4 Def:8),,8:20,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:14 PM
303,1,1,372,0021600457,James 25' 3PT Jump Shot (17 PTS),,8:10,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,64 - 63,-1,,4:14 PM
304,43,2,373,0021600457,,,7:52,3,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS McGee  Alley Oop Layup,4:14 PM
305,0,4,374,0021600457,Frye REBOUND (Off:0 Def:2),,7:49,3,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:14 PM
306,1,2,375,0021600457,MISS James 25' 3PT Jump Shot,,7:44,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:14 PM
307,0,4,376,0021600457,,,7:43,3,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:9),4:14 PM
308,1,1,377,0021600457,,,7:34,3,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,67 - 63,-4,Thompson  3PT Jump Shot (16 PTS) (Curry 1 AST),4:15 PM
309,1,1,378,0021600457,James 25' 3PT Jump Shot (20 PTS),,7:08,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,67 - 66,-1,,4:15 PM
310,79,2,379,0021600457,,,6:54,3,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Curry 16' Pullup Jump Shot,4:15 PM
311,0,4,380,0021600457,Irving REBOUND (Off:1 Def:2),,6:52,3,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:15 PM
312,1,2,381,0021600457,MISS Frye 25' 3PT Jump Shot,,6:39,3,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:15 PM
313,0,4,382,0021600457,,,6:39,3,5.0,0,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Green REBOUND (Off:0 Def:3),4:15 PM
314,71,1,383,0021600457,,,6:29,3,5.0,0,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,69 - 66,-3,Green 1' Finger Roll Layup (6 PTS),4:16 PM
315,1,9,384,0021600457,CAVALIERS Timeout: Regular (Full 4 Short 1),,6:28,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:16 PM
316,29,6,389,0021600457,,,6:19,3,5.0,4,1,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,McGee Shooting Block Foul (P1.T3) (S.Corbin),4:19 PM
317,11,3,390,0021600457,MISS James Free Throw 1 of 2,,6:19,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:19 PM
318,1,4,391,0021600457,CAVALIERS Rebound,,6:19,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:19 PM
319,12,3,392,0021600457,James Free Throw 2 of 2 (21 PTS),,6:19,3,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,69 - 67,-2,,4:19 PM
320,1,2,394,0021600457,,,6:07,3,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Durant 26' 3PT Jump Shot,4:20 PM
321,0,4,395,0021600457,Thompson REBOUND (Off:6 Def:2),,6:03,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:20 PM
322,2,6,396,0021600457,,,5:57,3,5.0,4,1,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,McGee S.FOUL (P2.T4) (M.Boland),4:20 PM
323,11,3,397,0021600457,MISS Thompson Free Throw 1 of 2,,5:57,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:20 PM
324,1,4,398,0021600457,CAVALIERS Rebound,,5:57,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:20 PM
325,12,3,399,0021600457,Thompson Free Throw 2 of 2 (6 PTS),,5:57,3,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,69 - 68,-1,,4:20 PM
326,52,2,401,0021600457,,,5:37,3,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS McGee  Alley Oop Dunk,4:21 PM
327,0,4,402,0021600457,CAVALIERS Rebound,,5:37,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:21 PM
328,1,2,403,0021600457,MISS Frye 26' 3PT Jump Shot,,5:18,3,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:22 PM
329,0,4,404,0021600457,,,5:17,3,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Curry REBOUND (Off:0 Def:2),4:22 PM
330,1,1,405,0021600457,,,5:10,3,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,72 - 68,-4,Thompson 24' 3PT Jump Shot (19 PTS) (Curry 2 AST),4:22 PM
331,108,1,406,0021600457,Thompson  Cutting Dunk Shot (8 PTS) (Irving 7 AST),,4:58,3,4.0,4,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,72 - 70,-2,,4:22 PM
332,1,9,407,0021600457,,,4:58,3,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Timeout: Regular (Reg.3 Short 1),4:22 PM
333,0,8,409,0021600457,,,4:58,3,5.0,5,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Iguodala FOR Durant,4:25 PM
334,0,8,410,0021600457,,,4:58,3,5.0,5,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Pachulia FOR McGee,4:25 PM
335,1,1,412,0021600457,,,4:46,3,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,75 - 70,-5,Thompson 24' 3PT Jump Shot (22 PTS) (Iguodala 3 AST),4:25 PM
336,1,5,413,0021600457,Frye Bad Pass Turnover (P2.T8),,4:29,3,4.0,5,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,Curry STEAL (3 STL),4:25 PM
337,1,5,414,0021600457,Irving STEAL (3 STL),,4:23,3,5.0,4,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Curry Bad Pass Turnover (P3.T11),4:26 PM
338,42,1,415,0021600457,Irving 1' Driving Layup (11 PTS),,4:04,3,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,75 - 72,-3,,4:26 PM
339,42,2,416,0021600457,,,3:46,3,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson 1' Driving Layup,4:26 PM
340,0,4,417,0021600457,CAVALIERS Rebound,,3:46,3,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,4:26 PM
341,80,2,418,0021600457,MISS Irving 14' Step Back Jump Shot,,3:36,3,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:26 PM
342,0,4,419,0021600457,,,3:35,3,5.0,0,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Iguodala REBOUND (Off:1 Def:1),4:26 PM
343,2,6,420,0021600457,Frye S.FOUL (P2.T4) (M.Callahan),,3:30,3,4.0,5,1,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,4:27 PM
344,11,3,421,0021600457,,,3:30,3,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,76 - 72,-4,Curry Free Throw 1 of 2 (9 PTS),4:27 PM
345,0,8,423,0021600457,SUB: Shumpert FOR Liggins,,3:30,3,4.0,4,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,4:27 PM
346,0,8,424,0021600457,,,3:30,3,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,203546,Ian Clark,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Clark FOR Thompson,4:27 PM
347,12,3,425,0021600457,,,3:30,3,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,77 - 72,-5,Curry Free Throw 2 of 2 (10 PTS),4:27 PM
348,1,1,427,0021600457,James 24' 3PT Jump Shot (24 PTS) (Irving 8 AST),,3:10,3,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,77 - 75,-2,,4:28 PM
349,49,1,428,0021600457,,,2:59,3,5.0,5,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,79 - 75,-4,Green  Driving Dunk (8 PTS) (Curry 3 AST),4:28 PM
350,1,5,429,0021600457,Frye Bad Pass Turnover (P3.T9),,2:32,3,4.0,5,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,Green STEAL (1 STL),4:29 PM
351,1,5,430,0021600457,Irving STEAL (4 STL),,2:18,3,5.0,4,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Green Bad Pass Turnover (P3.T12),4:29 PM
352,41,2,431,0021600457,MISS Irving 1' Running Layup,,2:15,3,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:29 PM
353,0,4,432,0021600457,Irving REBOUND (Off:2 Def:2),,2:14,3,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,4:29 PM
